07.09.2025,20:00,Melbourne
08.09.2025,12:00,Melbourne
08.09.2025,20:00,Tokyo
09.09.2025,12:00,Tokyo
09.09.2025,20:00,Shanghai
10.09.2025,12:00,Shanghai
10.09.2025,20:00,Manila
11.09.2025,12:00,Manila
11.09.2025,20:00,Singapore
12.09.2025,12:00,Singapore
12.09.2025,20:00,Jakarta
13.09.2025,12:00,Jakarta
13.09.2025,20:00,Baku
14.09.2025,12:00,Baku
14.09.2025,20:00,Helsinki
15.09.2025,12:00,Helsinki
15.09.2025,20:00,Moscow
16.09.2025,12:00,Moscow
16.09.2025,20:00,Ankara
17.09.2025,12:00,Ankara
17.09.2025,20:00,Antalya
19.09.2025,12:00,Antalya
19.09.2025,20:00,Izmir
20.09.2025,12:00,Izmir
20.09.2025,20:00,Istanbul
21.09.2025,12:00,Istanbul
21.09.2025,20:00,Tallinn
22.09.2025,12:00,Tallinn
22.09.2025,20:00,Vilnius
23.09.2025,12:00,Vilnius
23.09.2025,20:00,Kyiv
24.09.2025,12:00,Kyiv
24.09.2025,20:00,Bucharest
25.09.2025,12:00,Bucharest
25.09.2025,20:00,Sofia
26.09.2025,12:00,Sofia
26.09.2025,20:00,Johannesburg
27.09.2025,12:00,Johannesburg
27.09.2025,20:00,Stockholm
28.09.2025,12:00,Stockholm
28.09.2025,20:00,Copenhagen
29.09.2025,12:00,Copenhagen
29.09.2025,20:00,Tromsø
30.09.2025,12:00,Tromsø
30.09.2025,20:00,Warsaw
01.10.2025,12:00,Warsaw
01.10.2025,20:00,Milan
02.10.2025,12:00,Milan
02.10.2025,20:00,Rome
03.10.2025,12:00,Rome
03.10.2025,20:00,Dubrovnik
04.10.2025,12:00,Dubrovnik
04.10.2025,20:00,Sarajevo
05.10.2025,12:00,Sarajevo
05.10.2025,20:00,Belgrade
06.10.2025,12:00,Belgrade
06.10.2025,20:00,Budapest
07.10.2025,12:00,Budapest
07.10.2025,20:00,Berlin
08.10.2025,12:00,Berlin
08.10.2025,20:00,Amsterdam
09.10.2025,12:00,Amsterdam
09.10.2025,20:00,Brussels
10.10.2025,12:00,Brussels
10.10.2025,20:00,Paris
11.10.2025,12:00,Paris
11.10.2025,20:00,Madrid
12.10.2025,12:00,Madrid
12.10.2025,20:00,Barcelona
13.10.2025,12:00,Barcelona
13.10.2025,20:00,London
14.10.2025,12:00,London
14.10.2025,20:00,Glasgow
15.10.2025,12:00,Glasgow
15.10.2025,20:00,Porto
16.10.2025,12:00,Porto
16.10.2025,20:00,Rio de Janeiro
17.10.2025,12:00,Rio de Janeiro
17.10.2025,20:00,São Paulo
18.10.2025,12:00,São Paulo
18.10.2025,20:00,Buenos Aires
20.10.2025,12:00,Buenos Aires
20.10.2025,20:00,New York
21.10.2025,12:00,New York
21.10.2025,20:00,Montreal
22.10.2025,12:00,Montreal
22.10.2025,20:00,Toronto
23.10.2025,12:00,Toronto
23.10.2025,20:00,Nashville
24.10.2025,12:00,Nashville
24.10.2025,20:00,Chicago
25.10.2025,12:00,Chicago
25.10.2025,20:00,Mexico City
26.10.2025,12:00,Mexico City
26.10.2025,20:00,Seattle
27.10.2025,12:00,Seattle
27.10.2025,20:00,Los Angeles
28.10.2025,12:00,Los Angeles
29.10.2025,20:00,Melbourne
30.10.2025,12:00,Melbourne
30.10.2025,20:00,Tokyo
31.10.2025,12:00,Tokyo
31.10.2025,20:00,Shanghai
01.11.2025,12:00,Shanghai
01.11.2025,20:00,Manila
02.11.2025,12:00,Manila
02.11.2025,20:00,Singapore
03.11.2025,12:00,Singapore
03.11.2025,20:00,Jakarta
04.11.2025,12:00,Jakarta
04.11.2025,20:00,Baku
05.11.2025,12:00,Baku
05.11.2025,20:00,Helsinki
06.11.2025,12:00,Helsinki
06.11.2025,20:00,Moscow
07.11.2025,12:00,Moscow
07.11.2025,20:00,Ankara
08.11.2025,12:00,Ankara
08.11.2025,20:00,Antalya
09.11.2025,12:00,Antalya
09.11.2025,20:00,Izmir
10.11.2025,12:00,Izmir
10.11.2025,20:00,Istanbul
11.11.2025,12:00,Istanbul
11.11.2025,20:00,Tallinn
12.11.2025,12:00,Tallinn
12.11.2025,20:00,Vilnius
14.11.2025,12:00,Vilnius
14.11.2025,20:00,Kyiv
15.11.2025,12:00,Kyiv
15.11.2025,20:00,Bucharest
16.11.2025,12:00,Bucharest
16.11.2025,20:00,Sofia
17.11.2025,12:00,Sofia
17.11.2025,20:00,Johannesburg
18.11.2025,12:00,Johannesburg
18.11.2025,20:00,Stockholm
19.11.2025,12:00,Stockholm
19.11.2025,20:00,Copenhagen
20.11.2025,12:00,Copenhagen
20.11.2025,20:00,Tromsø
21.11.2025,12:00,Tromsø
21.11.2025,20:00,Warsaw
22.11.2025,12:00,Warsaw
22.11.2025,20:00,Milan
23.11.2025,12:00,Milan
23.11.2025,20:00,Rome
24.11.2025,12:00,Rome
24.11.2025,20:00,Dubrovnik
25.11.2025,12:00,Dubrovnik
25.11.2025,20:00,Sarajevo
26.11.2025,12:00,Sarajevo
26.11.2025,20:00,Belgrade
27.11.2025,12:00,Belgrade
27.11.2025,20:00,Budapest
28.11.2025,12:00,Budapest
28.11.2025,20:00,Berlin
29.11.2025,12:00,Berlin
29.11.2025,20:00,Amsterdam
30.11.2025,12:00,Amsterdam
30.11.2025,20:00,Brussels
01.12.2025,12:00,Brussels
01.12.2025,20:00,Paris
02.12.2025,12:00,Paris
02.12.2025,20:00,Madrid
03.12.2025,12:00,Madrid
03.12.2025,20:00,Barcelona
04.12.2025,12:00,Barcelona
04.12.2025,20:00,London
05.12.2025,12:00,London
05.12.2025,20:00,Glasgow
06.12.2025,12:00,Glasgow
06.12.2025,20:00,Porto
07.12.2025,12:00,Porto
07.12.2025,20:00,Rio de Janeiro
08.12.2025,12:00,Rio de Janeiro
08.12.2025,20:00,São Paulo
09.12.2025,12:00,São Paulo
09.12.2025,20:00,Buenos Aires
10.12.2025,12:00,Buenos Aires
10.12.2025,20:00,New York
11.12.2025,12:00,New York
11.12.2025,20:00,Montreal
12.12.2025,12:00,Montreal
12.12.2025,20:00,Toronto
13.12.2025,12:00,Toronto
13.12.2025,20:00,Nashville
15.12.2025,12:00,Nashville
15.12.2025,20:00,Chicago
16.12.2025,12:00,Chicago
16.12.2025,20:00,Mexico City
17.12.2025,12:00,Mexico City
17.12.2025,20:00,Seattle
18.12.2025,12:00,Seattle
18.12.2025,20:00,Los Angeles
19.12.2025,12:00,Los Angeles
20.12.2025,20:00,Melbourne
21.12.2025,12:00,Melbourne
21.12.2025,20:00,Tokyo
22.12.2025,12:00,Tokyo
22.12.2025,20:00,Shanghai
23.12.2025,12:00,Shanghai
23.12.2025,20:00,Manila
24.12.2025,12:00,Manila
24.12.2025,20:00,Singapore
25.12.2025,12:00,Singapore
25.12.2025,20:00,Jakarta
26.12.2025,12:00,Jakarta
26.12.2025,20:00,Baku
27.12.2025,12:00,Baku
27.12.2025,20:00,Helsinki
28.12.2025,12:00,Helsinki
28.12.2025,20:00,Moscow
29.12.2025,12:00,Moscow
29.12.2025,20:00,Ankara
30.12.2025,12:00,Ankara
30.12.2025,20:00,Antalya
31.12.2025,12:00,Antalya
31.12.2025,20:00,Izmir

